user_id,anime_label_0,anime_label_1,anime_label_2,prediction
276,8.655172413793103,0.0,0.0,1
277,8.8125,0.0,8.181818181818182,0
278,9.11111111111111,0.0,7.5,0
279,8.129032258064516,0.0,7.2,0
280,7.560344827586207,0.0,6.5625,0
281,7.872340425531915,0.0,6.5,0
282,9.371584699453551,0.0,8.967213114754099,0
283,9.333333333333334,0.0,8.0,0
284,8.333333333333334,0.0,0.0,1
286,7.636363636363637,0.0,0.0,1
287,9.333333333333334,0.0,0.0,1
288,7.860294117647059,0.0,7.171052631578948,0
289,5.5,0.0,6.0,0
290,8.052631578947368,0.0,7.461538461538462,0
291,9.166666666666666,0.0,0.0,1
292,8.3125,0.0,7.0,0
293,7.597402597402597,0.0,6.666666666666667,0
294,8.355102040816327,0.0,7.8936170212765955,0
295,9.466666666666667,0.0,8.761904761904763,0
296,8.818181818181818,0.0,7.956521739130435,0
297,8.74074074074074,0.0,8.583333333333334,0
298,7.546511627906977,0.0,4.125,0
299,9.0,0.0,0.0,1
300,8.397435897435898,0.0,6.8,0
301,7.833333333333333,0.0,7.368421052631579,0
303,9.367647058823529,0.0,9.0,0
304,9.714285714285714,0.0,7.375,0
305,8.454545454545455,0.0,0.0,1
306,8.521739130434783,0.0,0.0,1
307,9.705882352941176,0.0,10.0,0
308,8.564705882352941,0.0,8.378947368421052,0
309,9.454545454545455,0.0,8.5,0
310,8.0,0.0,8.0,0
311,9.23076923076923,0.0,7.0,0
312,7.22,0.0,6.714285714285714,0
313,10.0,0.0,0.0,1
314,8.583333333333334,0.0,7.0,0
315,8.241935483870968,0.0,7.833333333333333,0
316,8.657142857142857,0.0,8.5,0
317,8.06547619047619,0.0,7.4411764705882355,0
318,9.0,0.0,8.0,0
319,9.0,0.0,8.714285714285714,0
320,8.372262773722628,0.0,7.076923076923077,0
321,8.5,0.0,7.255813953488372,0
322,8.43421052631579,0.0,7.0,0
323,8.272727272727273,0.0,0.0,1
324,7.625,0.0,7.6923076923076925,0
325,8.25,0.0,6.666666666666667,0
326,9.203007518796992,0.0,8.098039215686274,0
327,8.846153846153847,0.0,9.0,0
329,8.090909090909092,0.0,0.0,1
330,8.0,0.0,5.75,0
331,8.272727272727273,0.0,6.0,0
332,6.674418604651163,0.0,0.0,1
333,8.5,0.0,0.0,1
334,8.5,0.0,0.0,1
335,8.333333333333334,0.0,0.0,1
336,8.1875,0.0,6.5,0
337,9.045454545454545,0.0,7.2,0
338,9.666666666666666,0.0,0.0,1
339,8.31578947368421,0.0,8.0,0
340,7.285714285714286,0.0,5.5,0
341,8.043478260869565,0.0,6.785714285714286,0
342,7.775510204081633,0.0,7.083333333333333,0
343,7.884615384615385,0.0,7.4,0
344,9.0,0.0,9.0,0
345,8.205882352941176,0.0,7.166666666666667,0
346,7.875,0.0,6.705882352941177,0
348,8.317460317460318,0.0,7.857142857142857,0
349,8.264150943396226,0.0,7.166666666666667,0
350,8.25,0.0,0.0,1
352,7.699453551912568,0.0,6.756756756756757,0
353,8.523809523809524,0.0,0.0,1
354,6.932203389830509,0.0,5.333333333333333,0
356,7.4,0.0,0.0,1
357,7.410256410256411,0.0,6.0,0
358,8.59375,0.0,7.5,0
359,8.73076923076923,0.0,8.6,0
360,9.11111111111111,0.0,10.0,0
361,8.454545454545455,0.0,8.037037037037036,0
362,10.0,0.0,0.0,1
363,7.491803278688525,0.0,6.266666666666667,0
364,7.645161290322581,0.0,7.0,0
365,9.033898305084746,0.0,8.448275862068966,0
366,8.857142857142858,0.0,7.5,0
367,8.018867924528301,0.0,7.409090909090909,0
368,8.105263157894736,0.0,8.3,0
369,8.958333333333334,0.0,9.0,0
370,7.802816901408451,0.0,6.8,0
371,8.318181818181818,0.0,8.0,0
373,8.152542372881356,0.0,7.395348837209302,0
374,10.0,0.0,0.0,1
375,9.064516129032258,0.0,7.666666666666667,0
376,9.0,0.0,6.0,0
377,9.666666666666666,0.0,0.0,1
378,9.666666666666666,0.0,10.0,0
379,8.62,0.0,8.12,0
380,7.615384615384615,0.0,6.0,0
382,7.644444444444445,0.0,5.714285714285714,0
383,8.866666666666667,0.0,9.0,0
384,7.910714285714286,0.0,7.166666666666667,0
385,9.044247787610619,0.0,7.578947368421052,0
386,7.833333333333333,0.0,0.0,1
387,8.567901234567902,0.0,7.285714285714286,0
388,9.0,0.0,0.0,1
389,10.0,0.0,0.0,1
390,7.303030303030303,0.0,5.666666666666667,0
391,9.285714285714286,0.0,9.333333333333334,0
392,6.382456140350877,0.0,5.304964539007092,0
393,8.507462686567164,0.0,7.428571428571429,0
394,9.166666666666666,0.0,9.0,0
395,8.02836879432624,0.0,6.390625,0
397,9.411764705882353,0.0,0.0,1
398,0.0,0.0,7.0,0
400,6.893129770992366,0.0,4.055555555555555,0
401,8.833333333333334,0.0,8.0,0
402,9.0,0.0,0.0,1
403,7.709677419354839,0.0,8.0,0
404,8.217391304347826,0.0,7.0,0
405,8.013157894736842,0.0,7.666666666666667,0
406,8.714285714285714,0.0,5.0,0
408,9.0,0.0,0.0,1
409,8.8,0.0,7.0,0
410,8.5625,0.0,7.5,0
411,7.828571428571428,0.0,7.5,0
412,7.714285714285714,0.0,5.0,0
413,9.307692307692308,0.0,9.2,0
414,9.0,0.0,0.0,1
415,7.861111111111111,0.0,7.666666666666667,0
416,8.0,0.0,7.333333333333333,0
417,8.333333333333334,0.0,9.25,0
418,8.899159663865547,0.0,8.369565217391305,0
419,8.53225806451613,0.0,7.285714285714286,0
420,7.5576923076923075,0.0,7.090909090909091,0
421,7.870967741935484,0.0,6.052631578947368,0
422,8.4,0.0,7.5,0
423,9.021739130434783,0.0,8.0,0
424,8.7,0.0,0.0,1
425,7.583333333333333,0.0,8.666666666666666,0
426,9.142857142857142,0.0,0.0,1
427,7.875,0.0,6.454545454545454,0
428,8.873417721518987,0.0,8.333333333333334,0
429,9.333333333333334,0.0,9.0,0
430,9.571428571428571,0.0,7.5,0
431,8.7,0.0,7.142857142857143,0
432,7.9,0.0,0.0,1
433,7.628571428571429,0.0,7.333333333333333,0
434,7.793103448275862,0.0,6.833333333333333,0
435,8.583333333333334,0.0,8.25,0
436,8.78688524590164,0.0,8.404761904761905,0
438,7.8076923076923075,0.0,6.787234042553192,0
439,7.464788732394366,0.0,6.2368421052631575,0
440,8.35,0.0,0.0,1
441,9.024390243902438,0.0,6.0,0
442,9.25,0.0,0.0,1
443,9.333333333333334,0.0,10.0,0
444,7.79646017699115,0.0,6.181818181818182,0
445,8.414634146341463,0.0,7.5,0
446,7.904290429042904,0.0,6.548913043478261,0
447,7.836734693877551,0.0,6.346153846153846,0
448,8.045454545454545,0.0,0.0,1
449,8.16,0.0,0.0,1
450,9.166666666666666,0.0,8.5,0
451,9.470588235294118,0.0,8.88888888888889,0
453,8.909090909090908,0.0,7.333333333333333,0
454,8.5,0.0,7.75,0
455,7.2594936708860756,0.0,6.473684210526316,0
456,8.305555555555555,0.0,4.5,0
457,9.5,0.0,0.0,1
458,9.333333333333334,0.0,7.0,0
459,8.220588235294118,0.0,6.882352941176471,0
460,7.5256410256410255,0.0,7.245283018867925,0
461,7.674074074074074,0.0,7.294117647058823,0
462,8.064516129032258,0.0,6.925373134328358,0
463,8.403846153846153,0.0,7.833333333333333,0
464,7.0,0.0,0.0,1
465,9.166666666666666,0.0,7.0,0
466,7.8108108108108105,0.0,6.368421052631579,0
468,8.7,0.0,0.0,1
469,8.271186440677965,0.0,7.333333333333333,0
471,6.833333333333333,0.0,7.0,0
473,8.285714285714286,0.0,7.0,0
474,10.0,0.0,0.0,1
475,7.471264367816092,0.0,7.333333333333333,0
478,8.753424657534246,0.0,8.232758620689655,0
479,8.291666666666666,0.0,6.2,0
480,7.333333333333333,0.0,0.0,1
481,8.321428571428571,0.0,7.0,0
482,8.804347826086957,0.0,8.0,0
483,8.090909090909092,0.0,0.0,1
484,9.5,0.0,8.0,0
485,7.35,0.0,5.428571428571429,0
486,7.444444444444445,0.0,0.0,1
487,9.473684210526315,0.0,9.0,0
488,7.463414634146342,0.0,6.166666666666667,0
489,8.652173913043478,0.0,7.0,0
490,7.909090909090909,0.0,0.0,1
491,8.0,0.0,0.0,1
492,7.052631578947368,0.0,5.428571428571429,0
494,7.858974358974359,0.0,5.714285714285714,0
495,7.746031746031746,0.0,6.090909090909091,0
496,8.19047619047619,0.0,7.0,0
497,7.901785714285714,0.0,7.16,0
499,10.0,0.0,10.0,0
500,8.1171875,0.0,7.314285714285714,0
501,9.076923076923077,0.0,8.25,0
502,8.133333333333333,0.0,8.0,0
503,7.76,0.0,6.964285714285714,0
504,9.5,0.0,0.0,1
505,8.486486486486486,0.0,8.090909090909092,0
507,7.733333333333333,0.0,6.75,0
508,9.813953488372093,0.0,9.378787878787879,0
509,8.0,0.0,0.0,1
510,7.982456140350878,0.0,6.966666666666667,0
511,7.433333333333334,0.0,5.7555555555555555,0
512,8.944444444444445,0.0,10.0,0
513,7.3478260869565215,0.0,0.0,1
514,9.237623762376238,0.0,8.615384615384615,0
515,10.0,0.0,10.0,0
516,7.95,0.0,6.434782608695652,0
517,7.0,0.0,2.0,1
518,8.15625,0.0,6.8,0
519,7.947368421052632,0.0,7.166666666666667,0
520,7.615384615384615,0.0,7.285714285714286,0
521,8.476190476190476,0.0,8.666666666666666,0
522,8.5,0.0,5.5,0
523,6.444444444444445,0.0,6.0,0
524,10.0,0.0,0.0,1
525,7.753246753246753,0.0,6.444444444444445,0
526,7.764705882352941,0.0,5.0,0
527,0.0,0.0,8.0,0
528,7.191489361702128,0.0,6.666666666666667,0
529,8.280254777070065,0.0,6.815789473684211,0
530,8.178403755868544,0.0,6.7407407407407405,0
531,7.1688311688311686,0.0,7.451612903225806,0
533,7.478260869565218,0.0,6.64,0
534,8.319148936170214,0.0,6.285714285714286,0
535,7.230769230769231,0.0,7.5,0
536,8.0,0.0,0.0,1
538,8.0,0.0,6.545454545454546,0
539,8.8125,0.0,8.5,0
540,8.105527638190955,0.0,6.666666666666667,0
541,8.372881355932204,0.0,7.555555555555555,0
542,8.16,0.0,6.615384615384615,0
543,9.181818181818182,0.0,7.5,0
544,8.4375,0.0,7.333333333333333,0
545,7.393939393939394,0.0,7.25,0
546,7.538461538461538,0.0,8.0,0
547,8.368421052631579,0.0,7.833333333333333,0
548,8.8130081300813,0.0,8.0,0
549,10.0,0.0,0.0,1
550,10.0,0.0,9.0,0
551,8.296296296296296,0.0,7.771929824561403,0
552,8.280701754385966,0.0,7.285714285714286,0
553,8.455882352941176,0.0,7.627272727272727,0
554,9.714285714285714,0.0,0.0,1
555,8.0,0.0,0.0,1
556,8.352941176470589,0.0,8.666666666666666,0
557,8.0,0.0,7.454545454545454,0
558,8.8,0.0,7.75,0
559,7.605633802816901,0.0,5.6,0
560,8.222222222222221,0.0,9.0,0
561,8.344827586206897,0.0,5.0,0
562,7.733333333333333,0.0,6.571428571428571,0
563,8.093023255813954,0.0,3.5,1
564,7.571428571428571,0.0,7.0,0
565,5.935897435897436,0.0,4.488372093023256,0
566,7.097222222222222,0.0,5.909090909090909,0
567,8.064516129032258,0.0,7.354166666666667,0
568,8.18421052631579,0.0,0.0,1
569,8.9,0.0,9.0,0
570,8.285714285714286,0.0,0.0,1
571,8.56842105263158,0.0,6.833333333333333,0
572,6.2,0.0,3.730769230769231,0
573,8.3,0.0,7.483870967741935,0
575,8.0,0.0,0.0,1
576,6.454545454545454,0.0,6.333333333333333,0
577,9.909090909090908,0.0,10.0,0
578,7.779761904761905,0.0,6.37037037037037,0
579,9.107142857142858,0.0,8.666666666666666,0
580,8.428571428571429,0.0,8.0,0
581,8.951807228915662,0.0,7.5625,0
582,9.333333333333334,0.0,0.0,1
583,10.0,0.0,10.0,0
584,10.0,0.0,0.0,1
585,7.659259259259259,0.0,7.217391304347826,0
586,9.0,0.0,0.0,1
587,8.368421052631579,0.0,8.333333333333334,0
588,8.75,0.0,8.0,0
589,8.0,0.0,0.0,1
590,8.120689655172415,0.0,7.5,0
591,7.818181818181818,0.0,7.0,0
592,8.420289855072463,0.0,6.882352941176471,0
593,8.465116279069768,0.0,7.155555555555556,0
594,7.92,0.0,0.0,1
595,7.833333333333333,0.0,8.0,0
596,8.0,0.0,8.0,0
598,8.91358024691358,0.0,7.833333333333333,0
599,8.2109375,0.0,7.777777777777778,0
600,7.5,0.0,6.0,0
601,10.0,0.0,9.0,0
602,7.0,0.0,0.0,1
603,8.4,0.0,8.0,0
604,6.969387755102041,0.0,6.6,0
605,8.80952380952381,0.0,7.5,0
606,8.157894736842104,0.0,0.0,1
607,9.307692307692308,0.0,0.0,1
608,9.0,0.0,9.0,0
609,9.333333333333334,0.0,8.75,0
610,8.103896103896103,0.0,6.125,0
611,7.595092024539877,0.0,6.630769230769231,0
612,7.375,0.0,6.2,0
613,8.35135135135135,0.0,7.7272727272727275,0
614,7.344262295081967,0.0,6.705882352941177,0
615,7.714285714285714,0.0,9.666666666666666,0
616,8.25531914893617,0.0,8.0,0
617,9.961538461538462,0.0,9.285714285714286,0
618,8.129032258064516,0.0,0.0,1
619,8.597014925373134,0.0,7.583333333333333,0
620,9.7,0.0,10.0,0
622,8.307692307692308,0.0,7.8,0
623,8.416666666666666,0.0,0.0,1
624,7.888888888888889,0.0,9.0,0
625,8.5,0.0,9.0,0
626,8.046511627906977,0.0,7.142857142857143,0
627,8.225352112676056,0.0,6.647058823529412,0
628,9.0,0.0,9.0,0
629,7.630434782608695,0.0,6.714285714285714,0
630,8.59375,0.0,7.0,0
631,8.0,0.0,7.666666666666667,0
632,8.714285714285714,0.0,0.0,1
633,7.8765432098765435,0.0,6.1,0
634,7.6438356164383565,0.0,6.775,0
635,9.0,0.0,0.0,1
636,8.093023255813954,0.0,7.142857142857143,0
637,8.212121212121213,0.0,6.484848484848484,0
638,7.043478260869565,0.0,0.0,1
639,8.363636363636363,0.0,9.0,0
640,8.64516129032258,0.0,8.666666666666666,0
641,10.0,0.0,0.0,1
642,8.65625,0.0,7.352941176470588,0
643,8.44,0.0,8.083333333333334,0
644,8.727272727272727,0.0,8.0,0
645,9.0,0.0,0.0,1
646,7.521739130434782,0.0,6.62962962962963,0
647,8.76923076923077,0.0,9.0,0
648,8.2,0.0,5.333333333333333,0
649,7.361111111111111,0.0,6.666666666666667,0
650,8.19047619047619,0.0,0.0,1
651,8.057971014492754,0.0,5.5,0
652,8.285714285714286,0.0,0.0,1
653,9.0,0.0,0.0,1
654,8.875,0.0,8.333333333333334,0
655,8.426666666666666,0.0,8.133333333333333,0
656,7.951724137931034,0.0,6.285714285714286,0
657,7.913978494623656,0.0,6.0,0
658,7.666666666666667,0.0,7.2,0
659,6.891666666666667,0.0,6.285714285714286,0
660,8.253623188405797,0.0,7.314606741573034,0
661,8.052356020942408,0.0,7.523076923076923,0
662,7.833333333333333,0.0,6.78125,0
663,9.137254901960784,0.0,8.153846153846153,0
664,7.833333333333333,0.0,6.0,0
665,9.0,0.0,9.5,0
666,7.461538461538462,0.0,7.0,0
667,7.2727272727272725,0.0,0.0,1
668,8.208333333333334,0.0,7.0,0
669,7.951612903225806,0.0,8.0,0
670,8.112820512820512,0.0,6.725274725274725,0
671,9.0,0.0,0.0,1
672,8.9,0.0,8.0,0
673,8.5,0.0,0.0,1
674,10.0,0.0,0.0,1
675,7.090909090909091,0.0,7.333333333333333,0
677,8.88888888888889,0.0,7.0,0
679,7.392857142857143,0.0,6.0,0
680,8.794871794871796,0.0,7.7727272727272725,0
681,6.595744680851064,0.0,4.285714285714286,0
682,9.464285714285714,0.0,9.722222222222221,0
683,10.0,0.0,0.0,1
685,8.0,0.0,0.0,1
686,7.285714285714286,0.0,8.0,0
687,8.011834319526628,0.0,6.392857142857143,0
688,8.666666666666666,0.0,8.666666666666666,0
689,8.491525423728813,0.0,8.066666666666666,0
690,7.333333333333333,0.0,0.0,1
691,8.276315789473685,0.0,7.5,0
692,9.725663716814159,0.0,9.305084745762711,0
693,9.3,0.0,8.0,0
694,7.98581560283688,0.0,6.666666666666667,0
695,8.31578947368421,0.0,8.75,0
696,8.625,0.0,0.0,1
697,8.941176470588236,0.0,7.6,0
699,8.24561403508772,0.0,7.125,0
700,8.0,0.0,0.0,1
701,7.777777777777778,0.0,0.0,1
702,7.91875,0.0,6.0,0
703,8.1,0.0,6.0,0
704,8.741935483870968,0.0,7.916666666666667,0
705,7.869565217391305,0.0,6.75,0
706,7.4,0.0,6.666666666666667,0
707,7.793103448275862,0.0,6.0,0
708,7.75,0.0,0.0,1
709,8.666666666666666,0.0,0.0,1
710,7.657894736842105,0.0,6.822222222222222,0
711,9.2,0.0,0.0,1
712,7.954545454545454,0.0,7.0,0
713,7.6875,0.0,0.0,1
714,8.157894736842104,0.0,7.0,0
715,8.4,0.0,8.5,0
716,10.0,0.0,0.0,1
717,9.5,0.0,0.0,1
718,9.923076923076923,0.0,9.285714285714286,0
719,8.5,0.0,0.0,1
720,7.7727272727272725,0.0,6.454545454545454,0
721,8.695652173913043,0.0,8.085714285714285,0
722,8.542168674698795,0.0,7.888888888888889,0
723,8.285714285714286,0.0,8.0,0
724,8.5,0.0,0.0,1
725,7.770491803278689,0.0,6.461538461538462,0
726,7.0,0.0,0.0,1
727,8.470588235294118,0.0,9.4,0
728,8.931034482758621,0.0,7.75,0
730,9.333333333333334,0.0,0.0,1
731,10.0,0.0,0.0,1
732,9.0,0.0,0.0,1
733,7.945454545454545,0.0,7.166666666666667,0
734,8.5,0.0,9.333333333333334,0
735,7.738255033557047,0.0,6.666666666666667,0
736,8.823529411764707,0.0,7.0,0
737,7.621621621621622,0.0,6.8,0
